Category;Artical number;Name;Barcode;Availability;RRP (€);Your price (€);Ordered;Manufacturer;Weight (kg);Dimensions (mm);Quantity per pack;url
3D pen accessories;G3D2009;3Dsimo Book for 3D drawing - basic (in English);8594177460658;180-299 ks;6;3,39;0;3Dsimo;0,4;260 * 210 * 6;50;https://com.cqe.cz/3dsimo-book-for-3d-drawing-basic-in-english/
3D pen accessories;G3D2006;3Dsimo book - advanced (in English);8594177460337;100-179 ks;20;12,12;0;3Dsimo;1,68;260 * 210 * 30;1;https://com.cqe.cz/3d-pen-accessory-3dsimo-book-english/
3DS accessories;NI3P010;3DS Bag;8595142712857;41-99 ks;;5,65;0;Nintendo;0,8;0 * 0 * 0;48;https://com.cqe.cz/3ds-bag/
Cables and adapters;HRF0005;Powkong Brickgeek Fast Charger;6978095910174;Release date 30.4.2026;27;16,62;0;Powkong;0,18;79 * 46.50 * 132;100;https://com.cqe.cz/powkong-brickgeek-fast-charger/
Cables and adapters;HRF0004;Powkong Vine multifunctional cabel;6978095910112;Release date 30.4.2026;14;8,94;0;Powkong;0,05;87 * 30 * 86.50;140;https://com.cqe.cz/powkong-vine-multifunctional-cabel/
Cases and Covers;HRF1300;FUNLAB Funcase for Switch2 - Red;6978095910273;Release date 30.4.2026;16;10,22;0;Funlab;0,3;295 * 144 * 55;60;https://com.cqe.cz/funlab-funcase-for-switch2-red/
Cases and Covers;HRF1301;FUNLAB Games Guardian Switch 2 Travel Case - Red;6978095910280;Release date 30.4.2026;41;25,59;0;Funlab;0,21;290 * 144 * 143;8;https://com.cqe.cz/funlab-games-guardian-switch-2-travel-case-red/
Cases and Covers;HRF1306;FUNLAB PS PORTAL bag With Iron Stamp (Black);6978095910631;Release date 30.4.2026;23;14,06;0;Funlab;0,42;260 * 120 * 50;24;https://com.cqe.cz/funlab-ps-portal-bag-with-iron-stamp-black/
Cases and Covers;HRF1305;FUNLAB PS PORTAL bag With Iron Stamp (White);6978095910648;Release date 30.4.2026;23;14,06;0;Funlab;0,42;260 * 120 * 50;24;https://com.cqe.cz/funlab-ps-portal-bag-with-iron-stamp-white/
Cases and Covers;HRF1002;FUNLAB Pro Switch Controller Case - Dave Ed.;6978095910228;Release date 30.4.2026;16;9,54;0;Funlab;0,24;176 * 93 * 150;36;https://com.cqe.cz/funlab-pro-switch-controller-case-dave-ed/
Cases and Covers;HRF1307;FUNLAB Pro Wireless Switch Controller Carry case;6978095910426;Release date 30.4.2026;14;8,94;0;Funlab;0,24;176 * 93 * 15;36;https://com.cqe.cz/funlab-pro-wireless-switch-controller-carry-case/
Cases and Covers;HRF1302;FUNLAB Snorlax Carrying Case for Nintendo Switch 2;6978095910136;Release date 30.4.2026;19;11,50;0;Funlab;0,21;290 * 140 * 43;60;https://com.cqe.cz/funlab-snorlax-carrying-case-for-nintendo-switch-2/
Cases and Covers;HRF1303;FUNLAB Switch 2 Carrying Case - Black;6978095910129;Release date 30.4.2026;16;10,22;0;Funlab;0,23;295 * 144 * 55;60;https://com.cqe.cz/funlab-switch-2-carrying-case-black/
Cases and Covers;HRF1304;FUNLAB Switch 2 Carrying Case - Black Iron Stamp;6978095910297;Release date 30.4.2026;21;12,78;0;Funlab;0,28;55 * 300 * 160;30;https://com.cqe.cz/funlab-switch-2-carrying-case-black-iron-stamp/
Cases and Covers;HRF1005;FUNLAB Switch 2 Dave Carrying Case(Color-Printed);6978095910259;Release date 30.4.2026;25;13,30;0;Funlab;0,28;55 * 300 * 160;30;https://com.cqe.cz/funlab-switch-2-dave-carrying-case-color-printed/
Cases and Covers;HRF1004;FUNLAB Switch 2 Dave Carrying Case(Oxford Fabric);6978095910242;Release date 30.4.2026;25;13,30;0;Funlab;0,28;55 * 300 * 160;30;https://com.cqe.cz/funlab-switch-2-dave-carrying-case-oxford-fabric/
Cases and Covers;HRF1003;FUNLAB Switch Game Card Holder with 16 Card Slots;6978095910235;Release date 30.4.2026;16;9,54;0;Funlab;0,34;295 * 148 * 52;30;https://com.cqe.cz/funlab-switch-game-card-holder-with-16-card-slots/
Cases and Covers;HRF1331;FUNLAB Switch Game Storage 24 Card Slots - POKEDEX;6978095910075;Release date 30.4.2026;14;8,94;0;Funlab;0,17;170 * 90 * 18;120;https://com.cqe.cz/funlab-switch-game-storage-24-card-slots-pokedex/
Cases and Covers;HRF1335;FUNLAB Switch Game Storage 24 Card Slots - Purple;6978095910693;Release date 30.4.2026;14;8,94;0;Funlab;0,17;170 * 90 * 18;120;https://com.cqe.cz/funlab-switch-game-storage-24-card-slots-purple/
Cases and Covers;HRF1334;FUNLAB Switch Game Storage 24 Card Slots - Yellow;6978095910686;Release date 30.4.2026;14;8,94;0;Funlab;0,17;170 * 90 * 18;120;https://com.cqe.cz/funlab-switch-game-storage-24-card-slots-yellow/
Cases and Covers;HRF1332;FUNLAB Switch Game Storage 24 Card Slots - Zonai;6978095910082;Release date 30.4.2026;14;8,94;0;Funlab;0,17;170 * 90 * 18;120;https://com.cqe.cz/funlab-switch-game-storage-24-card-slots-zonai/
Cases and Covers;HRF1333;FUNLAB Switch Game Storage 24 Card Slots - Zonai 2;6978095910044;Release date 30.4.2026;14;8,94;0;Funlab;0,17;170 * 90 * 18;120;https://com.cqe.cz/funlab-switch-game-storage-24-card-slots-zonai-2/
Cases and Covers;HRF1336;FUNLAB Switch Game Storage with 48 Card Slots Red;6978095910471;Release date 30.4.2026;16;10,22;0;Funlab;0,27;171 * 92 * 30;70;https://com.cqe.cz/funlab-switch-game-storage-with-48-card-slots-red/
Cases and packaging;HRSS063;SWITCH 2 HORI Adventure Pack (Black);4961818039964;41-99 ks;33;20,05;0;HORI;0,41;315 * 85 * 240;8;https://com.cqe.cz/switch-2-hori-adventure-pack-black/
Cases and packaging;HRSS0632;SWITCH 2 HORI Adventure Pack (Cozy Pink);4961818042346;41-99 ks;33;20,05;0;HORI;0,41;315 * 85 * 240;8;https://com.cqe.cz/switch-2-hori-adventure-pack-cozy-pink/
Cases and packaging;HRSS0631;SWITCH 2 HORI Adventure Pack (Gengar & Mimikyu);4961818041806;41-99 ks;37;22,38;0;HORI;0,41;315 * 85 * 240;8;https://com.cqe.cz/switch-2-hori-adventure-pack-gengar-mimikyu/
Cases and packaging;HRSS051;SWITCH 2 HORI Card Case 24;4961818039858;180-299 ks;11;6,45;0;HORI;0,17;270 * 41 * 128;24;https://com.cqe.cz/switch-2-hori-card-case-24/
Cases and packaging;HRSS0511;SWITCH 2 HORI Card Case 24 Eevee;4961818041608;13-20 ks;14;8,19;0;HORI;0,17;270 * 41 * 128;24;https://com.cqe.cz/switch-2-hori-card-case-24-eevee/
Cases and packaging;HRSS0512;SWITCH 2 HORI Card Case 24 Gengar & Mimikyu;4961818041745;41-99 ks;14;8,19;0;HORI;0,17;270 * 41 * 128;24;https://com.cqe.cz/switch-2-hori-card-case-24-gengar-mimikyu/
Cases and packaging;HRSS071;SWITCH 2 HORI Compact Carry All (Black);4961818039971;21-40 ks;37;22,56;0;HORI;0,36;310 * 160 * 180;4;https://com.cqe.cz/switch-2-hori-compact-carry-all-black/
Cases and packaging;HRSS0711;SWITCH 2 HORI Compact Carry All (Sand);4961818041554;41-99 ks;37;22,56;0;HORI;0,36;310 * 160 * 180;4;https://com.cqe.cz/switch-2-hori-compact-carry-all-sand/
Cases and packaging;HRSS062;SWITCH 2 HORI Puff Pouch (Black);4961818039957;5-7 ks;33;20,05;0;HORI;0,31;315 * 85 * 240;8;https://com.cqe.cz/switch-2-hori-puff-pouch-black/
Cases and packaging;HRSS0622;SWITCH 2 HORI Puff Pouch (Cozy Green);4961818042407;41-99 ks;33;20,05;0;HORI;0,31;315 * 85 * 240;8;https://com.cqe.cz/switch-2-hori-puff-pouch-cozy-green/
Cases and packaging;HRSS0621;SWITCH 2 HORI Puff Pouch (Eevee);4961818041646;41-99 ks;37;22,38;0;HORI;0,31;315 * 85 * 240;8;https://com.cqe.cz/switch-2-hori-puff-pouch-eevee/
Cases and packaging;HRSS064;SWITCH 2 HORI Reversible Travel Pouch (Black);4961818040045;5-7 ks;33;20,05;0;HORI;0,26;300 * 90 * 190;8;https://com.cqe.cz/switch-2-hori-reversible-travel-pouch-black/
Cases and packaging;HRSS061;SWITCH 2 HORI Slim Tough Pouch;4961818039940;100-179 ks;21;12,52;0;HORI;0,17;270 * 41 * 128;24;https://com.cqe.cz/switch-2-hori-slim-tough-pouch/
Cases and packaging;HRSS0612;SWITCH 2 HORI Slim Tough Pouch Levander;4961818041516;100-179 ks;21;12,52;0;HORI;0,17;270 * 41 * 128;24;https://com.cqe.cz/switch-2-hori-slim-tough-pouch-levander/
Cases and packaging;HRSS0611;SWITCH 2 HORI Slim Tough Pouch Light Blue;4961818041509;41-99 ks;21;12,52;0;HORI;0,17;270 * 41 * 128;24;https://com.cqe.cz/switch-2-hori-slim-tough-pouch-light-blue/
Cases and packaging;HRSS011;SWITCH 2 Vault Case (Eevee);4961818041684;21-40 ks;33;19,89;0;HORI;0,33;165 * 85 * 145;20;https://com.cqe.cz/switch-2-vault-case-eevee/
Cases and packaging;HRSS012;SWITCH 2 Vault Case (Gengar & Mimikyu);4961818041820;21-40 ks;33;19,89;0;HORI;0,33;165 * 85 * 145;20;https://com.cqe.cz/switch-2-vault-case-gengar-mimikyu/
Cases and packaging;HRSS014;SWITCH 2 Vault Case (Universe Rosalina);4961818043404;Release date 27.3.2026;33;19,89;0;HORI;0,33;165 * 85 * 145;20;https://com.cqe.cz/switch-2-vault-case-universe-rosalina/
Charging Stations and Docks;HRF1206;FUNLAB Lumingrip Switch Joypad Charge Grip - WB;6978095910525;Release date 30.4.2026;23;14,06;0;Funlab;0,15;110 * 120 * 30;100;https://com.cqe.cz/funlab-lumingrip-switch-joypad-charge-grip-wb/
Charging Stations and Docks;HRF1205;FUNLAB Lumingrip Switch Joypad Charge Grip - WW;6978095910518;Release date 30.4.2026;23;14,06;0;Funlab;0,15;110 * 120 * 30;100;https://com.cqe.cz/funlab-lumingrip-switch-joypad-charge-grip-ww/
Charging Stations and Docks;HRF1222;FUNLAB Revealer Switch Dock &4 Joycon Slots-SSB;6978095910068;Release date 30.4.2026;41;25,59;0;Funlab;0,52;187 * 80 * 115;36;https://com.cqe.cz/funlab-revealer-switch-dock-4-joycon-slots-ssb/
Charging Stations and Docks;HRF1221;FUNLAB Revealer Switch Dock &4 Joycon Slots-Ultra;6978095910617;Release date 30.4.2026;41;25,59;0;Funlab;0,52;187 * 80 * 115;36;https://com.cqe.cz/funlab-revealer-switch-dock-4-joycon-slots-ultra/
Charging Stations and Docks;HRF1220;FUNLAB Revealer Switch Dock &4 Joycon Slots-Wonder;6978095910600;Release date 30.4.2026;41;25,59;0;Funlab;0,52;187 * 80 * 115;36;https://com.cqe.cz/funlab-revealer-switch-dock-4-joycon-slots-wonder/
Charging stations and docks;HRF0002;Powkong Cube dock set charge station + Vine cable;6978095910174;Release date 30.4.2026;45;28,15;0;Powkong;0,22;60 * 60 * 121;100;https://com.cqe.cz/powkong-cube-dock-set-charge-station-vine-cable/
Charging stations and docks;HRF0003;Powkong Pipe dock cast & Charge station;6978095910181;Release date 30.4.2026;41;25,59;0;Powkong;0,22;109 * 92.50 * 61.50;80;https://com.cqe.cz/powkong-pipe-dock-cast-charge-station/
Charging stations and docks;HRF0001;Powkong Piranha Screen Cast & charging station;6978095910150;Release date 30.4.2026;87;53,76;0;Powkong;1,59;445 * 225 * 180;6;https://com.cqe.cz/powkong-piranha-screen-cast-charging-station/
Charging stations and docks;HRSS041;SWITCH 2 HORI Dual USB PlayStand;4961818039780;41-99 ks;41;25,07;0;HORI;0,14;135 * 45 * 200;24;https://com.cqe.cz/switch-2-hori-dual-usb-playstand/
Game Controllers;HRF1102;FUNLAB Firefly Pro Switch Wrls Controller - S&V;6978095910020;Release date 30.4.2026;37;23,03;0;Funlab;0,36;160 * 110 * 70;40;https://com.cqe.cz/funlab-firefly-pro-switch-wrls-controller-s-v/
Game Controllers;HRF1101;FUNLAB Firefly Pro Switch Wrls Controller - ZA;6978095910488;Release date 30.4.2026;39;24,31;0;Funlab;0,36;160 * 110 * 70;40;https://com.cqe.cz/funlab-firefly-pro-switch-wrls-controller-za/
Game Controllers;HRF1103;FUNLAB Firefly Pro Switch Wrls Controller - Zonai;6978095910013;Release date 30.4.2026;39;24,31;0;Funlab;0,36;160 * 110 * 70;40;https://com.cqe.cz/funlab-firefly-pro-switch-wrls-controller-zonai/
Game Controllers;HRF1105;FUNLAB Firefly Pro Switch Wrls Controller-Cat Paw;6978095910402;Release date 30.4.2026;37;23,03;0;Funlab;0,36;160 * 110 * 70;40;https://com.cqe.cz/funlab-firefly-pro-switch-wrls-controller-cat-paw/
Game Controllers;HRF1104;FUNLAB Firefly Pro Switch Wrls Controller-Kakariko;6978095910396;Release date 30.4.2026;37;23,03;0;Funlab;0,36;160 * 110 * 70;40;https://com.cqe.cz/funlab-firefly-pro-switch-wrls-controller-kakariko/
Game Controllers;HRF1001;FUNLAB Luminex Pro Wireless Switch Dock - Dave Ed.;6978095910211;Release date 30.4.2026;62;38,39;0;Funlab;0,6;183 * 145.80 * 93.80;30;https://com.cqe.cz/funlab-luminex-pro-wireless-switch-dock-dave-ed/
Game Controllers;HRF1106;FUNLAB Luminex Pro Wrls Switch Ctrl + Dock - Miner;6978095910204;Release date 30.4.2026;52;31,99;0;Funlab;0,6;183 * 145.80 * 93.80;30;https://com.cqe.cz/funlab-luminex-pro-wrls-switch-ctrl-dock-miner/
Game Controllers;HRF1108;FUNLAB Luminex Pro Wrls Switch Ctrl + Dock - SPI;6978095910419;Release date 30.4.2026;52;31,99;0;Funlab;0,6;183 * 145.80 * 93.80;30;https://com.cqe.cz/funlab-luminex-pro-wrls-switch-ctrl-dock-spi/
Game Controllers;HRF1107;FUNLAB Luminex Pro Wrls Switch Ctrl + Dock - SSB;6978095910051;Release date 30.4.2026;52;31,99;0;Funlab;0,6;183 * 145.80 * 93.80;30;https://com.cqe.cz/funlab-luminex-pro-wrls-switch-ctrl-dock-ssb/
Game Controllers;HRF1201;FUNLAB Luminous Wrls Joypad Switch + Grip - S&V;6978095910044;Release date 30.4.2026;66;40,96;0;Funlab;0,33;145 * 145 * 70;40;https://com.cqe.cz/funlab-luminous-wrls-joypad-switch-grip-s-v/
Game Controllers;HRF1202;FUNLAB Luminous Wrls Joypad Switch + Grip - Wonder;6978095910501;Release date 30.4.2026;66;40,96;0;Funlab;0,33;145 * 145 * 70;40;https://com.cqe.cz/funlab-luminous-wrls-joypad-switch-grip-wonder/
Game Controllers;HRF1204;FUNLAB Luminous Wrls Joypad Switch - S&V;6978095910044;Release date 30.4.2026;50;30,71;0;Funlab;0,33;145 * 145 * 70;40;https://com.cqe.cz/funlab-luminous-wrls-joypad-switch-s-v/
Game Controllers;HRF1203;FUNLAB Luminous Wrls Joypad Switch - Zonai Black;6978095910037;Release date 30.4.2026;50;30,71;0;Funlab;0,33;145 * 145 * 70;40;https://com.cqe.cz/funlab-luminous-wrls-joypad-switch-zonai-black/
Game Controllers;HRF1212;FUNLAB Luminpad Wrls Gripcon Switch - Black Camo;6978095910587;Release date 30.4.2026;41;25,59;0;Funlab;0,4;310 * 120 * 62;36;https://com.cqe.cz/funlab-luminpad-wrls-gripcon-switch-black-camo/
Game Controllers;HRF1213;FUNLAB Luminpad Wrls Gripcon Switch - Blue Camo;6978095910594;Release date 30.4.2026;41;25,59;0;Funlab;0,4;310 * 120 * 62;36;https://com.cqe.cz/funlab-luminpad-wrls-gripcon-switch-blue-camo/
Game Controllers;HRF1209;FUNLAB Luminpad Wrls Gripcon Switch - Camo White;6978095910556;Release date 30.4.2026;41;25,59;0;Funlab;0,4;310 * 120 * 62;36;https://com.cqe.cz/funlab-luminpad-wrls-gripcon-switch-camo-white/
Game Controllers;HRF1210;FUNLAB Luminpad Wrls Gripcon Switch - Comb;6978095910563;Release date 30.4.2026;41;25,59;0;Funlab;0,4;310 * 120 * 62;36;https://com.cqe.cz/funlab-luminpad-wrls-gripcon-switch-comb/
Game Controllers;HRF1211;FUNLAB Luminpad Wrls Gripcon Switch - Cybermecha;6978095910570;Release date 30.4.2026;41;25,59;0;Funlab;0,4;310 * 120 * 62;36;https://com.cqe.cz/funlab-luminpad-wrls-gripcon-switch-cybermecha/
Game Controllers;HRF1208;FUNLAB Luminpad Wrls Gripcon Switch - Zonai Black;6978095910549;Release date 30.4.2026;41;25,59;0;Funlab;0,4;310 * 120 * 62;36;https://com.cqe.cz/funlab-luminpad-wrls-gripcon-switch-zonai-black/
Game Controllers;HRF1207;FUNLAB Luminpad Wrls Gripcon Switch - Zonai White;6978095910532;Release date 30.4.2026;41;25,59;0;Funlab;0,4;310 * 120 * 62;36;https://com.cqe.cz/funlab-luminpad-wrls-gripcon-switch-zonai-white/
Game Controllers;HRF1337;FUNLAB NS2 2 Mouse set;6978095910143;Release date 30.4.2026;16;10,22;0;Funlab;0,11;70 * 61 * 122;100;https://com.cqe.cz/funlab-ns2-2-mouse-set/
Game Controllers;HRPC49200;PC HORI Fighting Commander OCTA SF 6 Cammy Ed.;4961818038226;2 ks;62;36,11;0;HORI;0,38;180 * 150 * 80;24;https://com.cqe.cz/pc-hori-fighting-commander-octa-sf-6-cammy-ed/
Game Controllers;HRSS001;SWITCH 2 HORIPAD Turbo (Black);4961818039810;100-179 ks;33;20,05;0;HORI;0,33;165 * 85 * 145;24;https://com.cqe.cz/switch-2-horipad-turbo-black/
Game Controllers;HRSS0015;SWITCH 2 HORIPAD Turbo (Cozy Green);4961818042209;21-40 ks;33;20,05;0;HORI;0,33;165 * 85 * 145;24;https://com.cqe.cz/switch-2-horipad-turbo-cozy-green/
Game Controllers;HRSS0014;SWITCH 2 HORIPAD Turbo (Cozy Pink);4961818042186;21-40 ks;33;20,05;0;HORI;0,33;165 * 85 * 145;24;https://com.cqe.cz/switch-2-horipad-turbo-cozy-pink/
Game Controllers;HRSS0011;SWITCH 2 HORIPAD Turbo (Eevee);4961818041585;13-20 ks;37;22,38;0;HORI;0,33;165 * 85 * 145;24;https://com.cqe.cz/switch-2-horipad-turbo-eevee/
Game Controllers;HRSS0012;SWITCH 2 HORIPAD Turbo (Gengar & Mimikyu);4961818041721;21-40 ks;37;22,38;0;HORI;0,33;165 * 85 * 145;24;https://com.cqe.cz/switch-2-horipad-turbo-gengar-mimikyu/
Game Controllers;HRSS0013;SWITCH 2 HORIPAD Turbo (Levander);4961818042025;13-20 ks;33;20,05;0;HORI;0,33;165 * 85 * 145;24;https://com.cqe.cz/switch-2-horipad-turbo-levander/
Game Controllers;HRSS013;SWITCH 2 Vault Case (Mario);4961818042285;100-179 ks;33;19,89;0;HORI;0,33;165 * 85 * 145;20;https://com.cqe.cz/switch-2-vault-case-mario/
Game Controllers;HRSS0103;SWITCH 2 Wireless HORIPAD Turbo (Universe Mario);4961818043183;Release date 27.3.2026;64;39,67;0;HORI;0,31;157 * 70 * 143;24;https://com.cqe.cz/switch-2-wireless-horipad-turbo-universe-mario/
Game Controllers;HRSS0104;SWITCH 2 Wireless HORIPAD Turbo Universe Rosalina;4961818043213;Release date 27.3.2026;64;39,67;0;HORI;0,31;157 * 70 * 143;24;https://com.cqe.cz/switch-2-wireless-horipad-turbo-universe-rosalina/
Game Controllers;NSP1647;SWITCH Wireless HORIPAD (City Pop Peach);810050912600;8-12 ks;41;22,68;0;HORI;0,32;160 * 120 * 65;24;https://com.cqe.cz/switch-wireless-horipad-city-pop-peach/
Game Controllers;NSP1646;SWITCH Wireless HORIPAD (Teal);810050912167;8-12 ks;41;22,68;0;HORI;0,32;160 * 120 * 65;24;https://com.cqe.cz/switch-wireless-horipad-teal/
Game Controllers;NSP1648;SWITCH Wireless HORIPAD (Wario&Waluigi);810050912648;8-12 ks;41;22,68;0;HORI;0,32;160 * 120 * 65;24;https://com.cqe.cz/switch-wireless-horipad-wario-waluigi/
Game Controllers;HRPC0500;Wireless HORIPAD Pro for Steam (Midnight Black);4961818039209;41-99 ks;62;36,11;0;HORI;0,4;160 * 77 * 150;24;https://com.cqe.cz/wireless-horipad-pro-for-steam-midnight-black/
Game controllers;HRG22995;GameSir G7 PRO Mech White;6936685222267;Not in stock, On the road 100-179 ks 31.3.;99;55,74;0;GameSir;0,8;177 * 173 * 94;20;https://com.cqe.cz/gamesir-g7-pro-mech-white/
Game controllers;HRG22996;GameSir G7 PRO Shadow Ember;6936685220409;Not in stock, On the road 41-99 ks 31.3.;99;55,74;0;GameSir;0,8;177 * 173 * 94;20;https://com.cqe.cz/gamesir-g7-pro-shadow-ember/
Game controllers;HRG22997;GameSir G7 PRO Wuchang edition;6936685223219;5-7 ks;124;69,68;0;GameSir;0,78;177 * 173 * 94;20;https://com.cqe.cz/gamesir-g7-pro-wuchang-edition/
Game controllers;HRG2300;GameSir G8 Galileo mobile contr iPhone15 & Android;6936685200043;21-40 ks;95;53,62;0;GameSir;0,54;538 * 349 * 331;20;https://com.cqe.cz/gamesir-g8-galileo-mobile-contr-iphone15-android/
Game controllers;HRG2310;GameSir G8+ Galileo Bluetooth Mobile Controller;6936685221291;180-299 ks, Discount 8-12 ks;87;50,57;0;GameSir;0,64;262 * 149 * 66;20;https://com.cqe.cz/gamesir-g8-galileo-bluetooth-mobile-controller/
Game controllers;HRG2305;GameSir G8+ MFI for iPhone15 & Android (type C);6936685222991;41-99 ks;91;51,07;0;GameSir;0,54;538 * 349 * 331;20;https://com.cqe.cz/gamesir-g8-mfi-for-iphone15-android-type-c/
Game controllers;HRG71099;GameSir Nova Lite 2 Champions edition;6936685223158;180-299 ks;41;24,87;0;GameSir;0,44;159 * 150 * 63;30;https://com.cqe.cz/gamesir-nova-lite-2-champions-edition/
Game controllers;HRG7300;GameSir Pocket Taco - Bluetooth Mobile Controller;6936685223714;Release date 15.4.2026;50;28,66;0;GameSir;0,25;92.50 * 29.50 * 176.30;40;https://com.cqe.cz/gamesir-pocket-taco-bluetooth-mobile-controller/
Game controllers;HRG7104;GameSir T4 PRO WRLS Gaming Controller;6936685219687;1 ks;54;28,01;0;GameSir;0,46;75 * 170 * 172;20;https://com.cqe.cz/gamesir-t4-pro-wrls-gaming-controller/
Game controllers;HRG85843;GameSir X2s Bluetooth Mobile Gaming Controller;6936685221253;8-12 ks;52;30,09;0;GameSir;0,23;43 * 89 * 190;20;https://com.cqe.cz/gamesir-x2s-bluetooth-mobile-gaming-controller/
Game controllers;HRG8595;GameSir X5 Lite Black;6936685221901;180-299 ks;45;26,26;0;GameSir;0,17;54 * 93 * 210;30;https://com.cqe.cz/gamesir-x5-lite-black/
Game controllers;HRG8596;GameSir X5 Lite Wasabi Green;6936685222670;100-179 ks;45;26,26;0;GameSir;0,2;54 * 93 * 210;30;https://com.cqe.cz/gamesir-x5-lite-wasabi-green/
Game controllers;HRG8598;GameSir X5s ZZZ Wireless Mobile Controller Black;6936685222380;100-179 ks;66;40,96;0;GameSir;0,41;206 * 100 * 67;30;https://com.cqe.cz/gamesir-x5s-zzz-wireless-mobile-controller-black/
Game controllers;HRG8597;GameSir X5s ZZZ Wireless Mobile Controller White;6936685222373;100-179 ks;66;40,96;0;GameSir;0,42;206 * 100 * 67;30;https://com.cqe.cz/gamesir-x5s-zzz-wireless-mobile-controller-white/
Gaming Joysticks;HRPC0200;PC HOTAS Flight Control System & Mount;810050912266;13-20 ks;516;341,67;0;HORI;9,4;375 * 315 * 381;1;https://com.cqe.cz/pc-hotas-flight-control-system-mount/
Gaming Keyboards;HRPC48501;PC Mechanical Gaming Keyboard EDGE 201;4961818024991;41-99 ks, Discount 21-40 ks;25;13,03;0;HORI;1,44;250 * 45 * 485;0;https://com.cqe.cz/pc-mechanical-gaming-keyboard-edge-201/
Gaming Mice;HRG2600;GameSir GM500 Ultra Light Gaming Mouse;6936685219922;5-7 ks;39;22,69;0;GameSir;0,27;62 * 122 * 188;20;https://com.cqe.cz/gamesir-gm500-ultra-light-gaming-mouse/
Gaming Steering Wheels;HRPC0400;HORI Force Feedback Truck Control System for PC;4961818038271;41-99 ks;620;391,45;0;HORI;12,36;615 * 380 * 428;1;https://com.cqe.cz/hori-force-feedback-truck-control-system-for-pc/
Gaming Steering Wheels;HRPC0300;PC 7-Speed Racing Shifter;810050911283;8-12 ks;103;62,54;0;HORI;1,87;255 * 170 * 190;4;https://com.cqe.cz/pc-7-speed-racing-shifter/
Gaming Steering Wheels;HRPC0100;PC Farming Vehicle Control System;810050912211;8-12 ks;413;267,65;0;HORI;9,33;560 * 350 * 375;1;https://com.cqe.cz/pc-farming-vehicle-control-system/
Gaming Steering Wheels;HRSS081;Racing Wheel Attachment Set for Switch 2 (Mario);4961818040922;100-179 ks;16;9,43;0;HORI;0,18;45 * 165 * 195;24;https://com.cqe.cz/racing-wheel-attachment-set-for-switch-2-mario/
Gaming Steering Wheels;HRSS082;Racing Wheel Attachment Set for Switch 2 (Peach);4961818041707;21-40 ks;16;9,43;0;HORI;0,18;45 * 165 * 195;24;https://com.cqe.cz/racing-wheel-attachment-set-for-switch-2-peach/
Gaming Steering Wheels;HRSS083;Racing Wheel Attachment Set for Switch 2 (Yoshi);4961818041974;21-40 ks;16;9,43;0;HORI;0,18;45 * 165 * 195;24;https://com.cqe.cz/racing-wheel-attachment-set-for-switch-2-yoshi/
Gaming keyboard;HRG8147;GameSir VX2 AimSwitch Combo Mouse + Keyboard V2.0;6936685220324;21-40 ks, Discount 3-4 ks;153;86,85;0;GameSir;1,31;103 * 215 * 267;8;https://com.cqe.cz/gamesir-vx2-aimswitch-combo-mouse-keyboard-v2-0/
Gaming pads;HRG2610;GameSir GP-S Gaming Mouse Pad;6936685220249;21-40 ks;12;21,85;0;GameSir;0,16;30 * 255 * 305;100;https://com.cqe.cz/gamesir-gp-s-gaming-mouse-pad/
Microsoft Accessories;HRG22991;GameSir G7 HE Wired Controller for XBOX & PC Black;6936685221529;Not in stock, On the road 41-99 ks 31.3.;58;33,70;0;GameSir;0,42;160 * 118 * 84;30;https://com.cqe.cz/gamesir-g7-he-wired-controller-for-xbox-pc-black/
Microsoft Accessories;HRG22992;GameSir G7 HE Wired Controller for XBOX & PC White;6936685221512;41-99 ks, Discount 3-4 ks;58;33,70;0;GameSir;0,44;160 * 118 * 84;30;https://com.cqe.cz/gamesir-g7-he-wired-controller-for-xbox-pc-white/
Microsoft Accessories;HRG22998;GameSir G7 PRO Zenless Zone Zero;6936685222892;Not in stock, On the road 41-99 ks 31.3.;157;86,04;0;GameSir;1,94;186 * 213 * 247.50;2;https://com.cqe.cz/gamesir-g7-pro-zenless-zone-zero/
Microsoft Accessories;HRG22983;GameSir G7-SE Wired Controller (XBOX & PC) Orange;6936685221451;300-499 ks, Discount 1 ks;58;33,70;0;GameSir;0,42;160 * 118 * 84;30;https://com.cqe.cz/gamesir-g7-se-wired-controller-xbox-pc-orange/
Microsoft Accessories;HRG22982;GameSir G7-SE Wired Controller (XBOX & PC) Purple;6936685221468;300-499 ks;58;33,70;0;GameSir;0,42;160 * 118 * 84;30;https://com.cqe.cz/gamesir-g7-se-wired-controller-xbox-pc-purple/
Microsoft Accessories;HRG2298;GameSir G7-SE Wired Controller for XBOX & PC;6936685220676;41-99 ks;58;35,11;0;GameSir;0,42;16 * 118 * 84;30;https://com.cqe.cz/gamesir-g7-se-wired-controller-for-xbox-pc/
Microsoft Accessories;HRG22981;GameSir G7-SE Wired Controller for XBOX & PC Blue;6936685221475;41-99 ks;58;33,70;0;GameSir;0,42;160 * 118 * 84;30;https://com.cqe.cz/gamesir-g7-se-wired-controller-for-xbox-pc-blue/
Microsoft Accessories;HRG7112;GameSir Kaleid Flux Xbox Wired Controller;6936685221338;300-499 ks;58;33,70;0;GameSir;0,44;118 * 84 * 160;30;https://com.cqe.cz/gamesir-kaleid-flux-xbox-wired-controller/
